,unique_id,price_paid,deed_date,postcode,property_type,new_build,estate_type,saon,paon,street,locality,town,district,county,transaction_category,linked_data_uri,source_file_x,combined_address_x,ADDRESS_V1,fuzzy_match,match_confidence,LMK_KEY,ADDRESS1,ADDRESS2,ADDRESS3,POSTCODE,BUILDING_REFERENCE_NUMBER,CURRENT_ENERGY_RATING,POTENTIAL_ENERGY_RATING,CURRENT_ENERGY_EFFICIENCY,POTENTIAL_ENERGY_EFFICIENCY,PROPERTY_TYPE,BUILT_FORM,INSPECTION_DATE,LOCAL_AUTHORITY,CONSTITUENCY,COUNTY,LODGEMENT_DATE,TRANSACTION_TYPE,ENVIRONMENT_IMPACT_CURRENT,ENVIRONMENT_IMPACT_POTENTIAL,ENERGY_CONSUMPTION_CURRENT,ENERGY_CONSUMPTION_POTENTIAL,CO2_EMISSIONS_CURRENT,CO2_EMISS_CURR_PER_FLOOR_AREA,CO2_EMISSIONS_POTENTIAL,LIGHTING_COST_CURRENT,LIGHTING_COST_POTENTIAL,HEATING_COST_CURRENT,HEATING_COST_POTENTIAL,HOT_WATER_COST_CURRENT,HOT_WATER_COST_POTENTIAL,TOTAL_FLOOR_AREA,ENERGY_TARIFF,MAINS_GAS_FLAG,FLOOR_LEVEL,FLAT_TOP_STOREY,FLAT_STOREY_COUNT,MAIN_HEATING_CONTROLS,MULTI_GLAZE_PROPORTION,GLAZED_TYPE,GLAZED_AREA,EXTENSION_COUNT,NUMBER_HABITABLE_ROOMS,NUMBER_HEATED_ROOMS,LOW_ENERGY_LIGHTING,NUMBER_OPEN_FIREPLACES,HOTWATER_DESCRIPTION,HOT_WATER_ENERGY_EFF,HOT_WATER_ENV_EFF,FLOOR_DESCRIPTION,FLOOR_ENERGY_EFF,FLOOR_ENV_EFF,WINDOWS_DESCRIPTION,WINDOWS_ENERGY_EFF,WINDOWS_ENV_EFF,WALLS_DESCRIPTION,WALLS_ENERGY_EFF,WALLS_ENV_EFF,SECONDHEAT_DESCRIPTION,SHEATING_ENERGY_EFF,SHEATING_ENV_EFF,ROOF_DESCRIPTION,ROOF_ENERGY_EFF,ROOF_ENV_EFF,MAINHEAT_DESCRIPTION,MAINHEAT_ENERGY_EFF,MAINHEAT_ENV_EFF,MAINHEATCONT_DESCRIPTION,MAINHEATC_ENERGY_EFF,MAINHEATC_ENV_EFF,LIGHTING_DESCRIPTION,LIGHTING_ENERGY_EFF,LIGHTING_ENV_EFF,MAIN_FUEL,WIND_TURBINE_COUNT,HEAT_LOSS_CORRIDOR,UNHEATED_CORRIDOR_LENGTH,FLOOR_HEIGHT,PHOTO_SUPPLY,SOLAR_WATER_HEATING_FLAG,MECHANICAL_VENTILATION,ADDRESS,LOCAL_AUTHORITY_LABEL,CONSTITUENCY_LABEL,POSTTOWN,CONSTRUCTION_AGE_BAND,LODGEMENT_DATETIME,TENURE,FIXED_LIGHTING_OUTLETS_COUNT,LOW_ENERGY_FIXED_LIGHT_COUNT,UPRN,UPRN_SOURCE,REPORT_TYPE,source_file_y,combined_address_y,_merge
20457,38EDC0C2-A4B8-0F63-E063-4704A8C00424,475000,2025-05-23,HP10 0DJ,S,N,F,nan,91,BOUNDARY ROAD,WOOBURN GREEN,HIGH WYCOMBE,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/38EDC0C2-A4B8-0F63-E063-4704A8C00424/current,./data-land_registry/HP10-march2020-to-nov2025.csv,91 boundary road nan hp10 0dj,91 BOUNDARY ROAD HP10 0DJ,91 boundary road wooburn green hp10 0dj,82.35294117647058,322571088412020031820281725900261,"91, Boundary Road",Wooburn Green,,HP10 0DJ,2191854668.0,E,B,50.0,82.0,House,Semi-Detached,2020-03-17,E07000007,E14000550,Buckinghamshire,2020-03-18,marketed sale,43.0,78.0,383.0,125.0,5.1,68.0,1.7,83.0,60.0,859.0,497.0,140.0,70.0,75.0,Single,Y,NODATA!,,,2106.0,100.0,double glazing installed before 2002,Normal,0.0,4.0,4.0,63.0,0.0,From main system,Good,Good,"Solid, no insulation (assumed)",NO DATA!,,Fully double glazed,Average,Average,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,,,,"Pitched, no insulation (assumed)",Very Poor,Very Poor,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 63% of fixed outlets,Good,Good,mains gas (not community),0.0,NO DATA!,,,,N,natural,"91, Boundary Road, Wooburn Green",Wycombe,Beaconsfield,HIGH WYCOMBE,England and Wales: 1900-1929,2020-03-18 20:28:17,owner-occupied,,,100080526644.0,Address Matched,100.0,data-epc/domestic-E07000007-Wycombe/certificates.csv,91 boundary road wooburn green hp10 0dj,both
20458,38EDC0C2-A4B8-0F63-E063-4704A8C00424,475000,2025-05-23,HP10 0DJ,S,N,F,nan,91,BOUNDARY ROAD,WOOBURN GREEN,HIGH WYCOMBE,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/38EDC0C2-A4B8-0F63-E063-4704A8C00424/current,./data-land_registry/HP10-march2020-to-nov2025.csv,91 boundary road nan hp10 0dj,91 BOUNDARY ROAD HP10 0DJ,91 boundary road wooburn green hp10 0dj,82.35294117647058,322571080022009070911341614618221,"91, Boundary Road",Wooburn Green,,HP10 0DJ,2191854668.0,E,E,44.0,53.0,House,Semi-Detached,2009-07-09,E07000007,E14000550,Buckinghamshire,2009-07-09,marketed sale,41.0,48.0,458.0,384.0,5.5,77.0,4.6,63.0,36.0,818.0,715.0,124.0,103.0,71.91,Single,Y,NO DATA!,,,2106.0,100.0,double glazing installed before 2002,Normal,1.0,7.0,4.0,25.0,4.0,From main system,Good,Good,"Suspended, no insulation (assumed)",,,Fully double glazed,Average,Average,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Room heaters, dual fuel (mineral and wood)",,,"Pitched, 100 mm loft insulation",Average,Average,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Average,Average,Low energy lighting in 25% of fixed outlets,Average,Average,mains gas - this is for backwards compatibility only and should not be used,0.0,NO DATA!,,2.5,0.0,N,natural,"91, Boundary Road, Wooburn Green",Wycombe,Beaconsfield,HIGH WYCOMBE,England and Wales: 1900-1929,2009-07-09 11:34:16,owner-occupied,,,100080526644.0,Address Matched,100.0,data-epc/domestic-E07000007-Wycombe/certificates.csv,91 boundary road wooburn green hp10 0dj,both
20459,38EDC0C2-A4B8-0F63-E063-4704A8C00424,475000,2025-05-23,HP10 0DJ,S,N,F,nan,91,BOUNDARY ROAD,WOOBURN GREEN,HIGH WYCOMBE,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/38EDC0C2-A4B8-0F63-E063-4704A8C00424/current,./data-land_registry/HP10-march2020-to-nov2025.csv,91 boundary road nan hp10 0dj,91 BOUNDARY ROAD HP10 0DJ,91 boundary road wooburn green hp10 0dj,82.35294117647058,3c003918847a0c35c494364ebdc496422d81938c662e92c0498ac5cd88988cbe,91 Boundary Road,Wooburn Green,,HP10 0DJ,10007219414.0,D,B,61.0,85.0,House,Semi-Detached,2025-02-26,E06000060,E14001082,,2025-02-27,marketed sale,55.0,82.0,282.0,92.0,3.8,50.0,1.3,81.0,81.0,995.0,625.0,103.0,59.0,77.0,Single,Y,,,,,100.0,"double glazing, unknown install date",Normal,2.0,4.0,4.0,100.0,1.0,From main system,Good,Good,"Suspended, no insulation (assumed)",,,Fully double glazed,Average,Average,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,,,,"Pitched, 100 mm loft insulation",Average,Average,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas (not community),0.0,,,2.47,0.0,N,natural,"91 Boundary Road, Wooburn Green",Buckinghamshire,,HIGH WYCOMBE,England and Wales: 1900-1929,2025-02-27 17:56:11,Owner-occupied,29.0,,100080526644.0,Energy Assessor,100.0,data-epc/domestic-E06000060-Buckinghamshire/certificates.csv,91 boundary road wooburn green hp10 0dj,both
20460,CFC9085C-520A-9A70-E053-6B04A8C09D6A,380000,2021-02-16,HP10 0DJ,S,N,F,nan,91,BOUNDARY ROAD,WOOBURN GREEN,HIGH WYCOMBE,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/CFC9085C-520A-9A70-E053-6B04A8C09D6A/current,./data-land_registry/HP10-march2020-to-nov2025.csv,91 boundary road nan hp10 0dj,91 BOUNDARY ROAD HP10 0DJ,91 boundary road wooburn green hp10 0dj,82.35294117647058,322571088412020031820281725900261,"91, Boundary Road",Wooburn Green,,HP10 0DJ,2191854668.0,E,B,50.0,82.0,House,Semi-Detached,2020-03-17,E07000007,E14000550,Buckinghamshire,2020-03-18,marketed sale,43.0,78.0,383.0,125.0,5.1,68.0,1.7,83.0,60.0,859.0,497.0,140.0,70.0,75.0,Single,Y,NODATA!,,,2106.0,100.0,double glazing installed before 2002,Normal,0.0,4.0,4.0,63.0,0.0,From main system,Good,Good,"Solid, no insulation (assumed)",NO DATA!,,Fully double glazed,Average,Average,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,,,,"Pitched, no insulation (assumed)",Very Poor,Very Poor,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 63% of fixed outlets,Good,Good,mains gas (not community),0.0,NO DATA!,,,,N,natural,"91, Boundary Road, Wooburn Green",Wycombe,Beaconsfield,HIGH WYCOMBE,England and Wales: 1900-1929,2020-03-18 20:28:17,owner-occupied,,,100080526644.0,Address Matched,100.0,data-epc/domestic-E07000007-Wycombe/certificates.csv,91 boundary road wooburn green hp10 0dj,both
20461,CFC9085C-520A-9A70-E053-6B04A8C09D6A,380000,2021-02-16,HP10 0DJ,S,N,F,nan,91,BOUNDARY ROAD,WOOBURN GREEN,HIGH WYCOMBE,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/CFC9085C-520A-9A70-E053-6B04A8C09D6A/current,./data-land_registry/HP10-march2020-to-nov2025.csv,91 boundary road nan hp10 0dj,91 BOUNDARY ROAD HP10 0DJ,91 boundary road wooburn green hp10 0dj,82.35294117647058,322571080022009070911341614618221,"91, Boundary Road",Wooburn Green,,HP10 0DJ,2191854668.0,E,E,44.0,53.0,House,Semi-Detached,2009-07-09,E07000007,E14000550,Buckinghamshire,2009-07-09,marketed sale,41.0,48.0,458.0,384.0,5.5,77.0,4.6,63.0,36.0,818.0,715.0,124.0,103.0,71.91,Single,Y,NO DATA!,,,2106.0,100.0,double glazing installed before 2002,Normal,1.0,7.0,4.0,25.0,4.0,From main system,Good,Good,"Suspended, no insulation (assumed)",,,Fully double glazed,Average,Average,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Room heaters, dual fuel (mineral and wood)",,,"Pitched, 100 mm loft insulation",Average,Average,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Average,Average,Low energy lighting in 25% of fixed outlets,Average,Average,mains gas - this is for backwards compatibility only and should not be used,0.0,NO DATA!,,2.5,0.0,N,natural,"91, Boundary Road, Wooburn Green",Wycombe,Beaconsfield,HIGH WYCOMBE,England and Wales: 1900-1929,2009-07-09 11:34:16,owner-occupied,,,100080526644.0,Address Matched,100.0,data-epc/domestic-E07000007-Wycombe/certificates.csv,91 boundary road wooburn green hp10 0dj,both
20462,CFC9085C-520A-9A70-E053-6B04A8C09D6A,380000,2021-02-16,HP10 0DJ,S,N,F,nan,91,BOUNDARY ROAD,WOOBURN GREEN,HIGH WYCOMBE,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/CFC9085C-520A-9A70-E053-6B04A8C09D6A/current,./data-land_registry/HP10-march2020-to-nov2025.csv,91 boundary road nan hp10 0dj,91 BOUNDARY ROAD HP10 0DJ,91 boundary road wooburn green hp10 0dj,82.35294117647058,3c003918847a0c35c494364ebdc496422d81938c662e92c0498ac5cd88988cbe,91 Boundary Road,Wooburn Green,,HP10 0DJ,10007219414.0,D,B,61.0,85.0,House,Semi-Detached,2025-02-26,E06000060,E14001082,,2025-02-27,marketed sale,55.0,82.0,282.0,92.0,3.8,50.0,1.3,81.0,81.0,995.0,625.0,103.0,59.0,77.0,Single,Y,,,,,100.0,"double glazing, unknown install date",Normal,2.0,4.0,4.0,100.0,1.0,From main system,Good,Good,"Suspended, no insulation (assumed)",,,Fully double glazed,Average,Average,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,,,,"Pitched, 100 mm loft insulation",Average,Average,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas (not community),0.0,,,2.47,0.0,N,natural,"91 Boundary Road, Wooburn Green",Buckinghamshire,,HIGH WYCOMBE,England and Wales: 1900-1929,2025-02-27 17:56:11,Owner-occupied,29.0,,100080526644.0,Energy Assessor,100.0,data-epc/domestic-E06000060-Buckinghamshire/certificates.csv,91 boundary road wooburn green hp10 0dj,both
20463,F3B6C197-C24A-6E40-E053-6C04A8C0B3B4,520000,2022-10-19,HP10 0DJ,S,N,F,nan,101,BOUNDARY ROAD,WOOBURN GREEN,HIGH WYCOMBE,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/F3B6C197-C24A-6E40-E053-6C04A8C0B3B4/current,./data-land_registry/HP10-march2020-to-nov2025.csv,101 boundary road nan hp10 0dj,101 BOUNDARY ROAD HP10 0DJ,101 boundary road wooburn green hp10 0dj,82.85714285714285,837677332312012092007203398920608,"101, Boundary Road",Wooburn Green,,HP10 0DJ,6801281078.0,E,C,53.0,75.0,House,Semi-Detached,2012-09-19,E07000007,E14000550,Buckinghamshire,2012-09-20,marketed sale,50.0,74.0,264.0,130.0,5.6,50.0,2.8,95.0,56.0,989.0,673.0,89.0,89.0,112.0,Single,Y,NODATA!,,,2104.0,40.0,double glazing installed before 2002,Normal,1.0,5.0,4.0,29.0,1.0,From main system,Good,Good,"Solid, no insulation (assumed)",,,Partial double glazing,Poor,Poor,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,Portable electric heaters (assumed),,,"Pitched, no insulation (assumed)",Very Poor,Very Poor,"Boiler and radiators, mains gas",Good,Good,Programmer and room thermostat,Average,Average,Low energy lighting in 29% of fixed outlets,Average,Average,mains gas (not community),0.0,NO DATA!,,,0.0,,natural,"101, Boundary Road, Wooburn Green",Wycombe,Beaconsfield,HIGH WYCOMBE,England and Wales: 1900-1929,2012-09-20 07:20:33,owner-occupied,14.0,4.0,100080526649.0,Address Matched,100.0,data-epc/domestic-E07000007-Wycombe/certificates.csv,101 boundary road wooburn green hp10 0dj,both
20464,1775CCF6-E98C-38BA-E063-4704A8C05A7C,520000,2024-01-11,HP10 0DJ,S,N,F,nan,141,BOUNDARY ROAD,WOOBURN GREEN,HIGH WYCOMBE,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/1775CCF6-E98C-38BA-E063-4704A8C05A7C/current,./data-land_registry/HP10-march2020-to-nov2025.csv,141 boundary road nan hp10 0dj,141 BOUNDARY ROAD HP10 0DJ,141 boundary road wooburn green hp10 0dj,82.85714285714285,86ec092c1ba0168eff21e3d3c7329ffff651403eb425f0d0b1fcf4391dc1fa99,141 Boundary Road,Wooburn Green,,HP10 0DJ,10003841751.0,D,B,56.0,83.0,House,Semi-Detached,2023-01-31,E06000060,E14000550,,2023-01-31,marketed sale,47.0,80.0,310.0,105.0,5.6,55.0,1.9,93.0,94.0,1045.0,561.0,137.0,90.0,102.0,Single,Y,,,,,8.0,double glazing installed during or after 2002,Normal,0.0,6.0,6.0,100.0,0.0,From main system,Good,Good,"Solid, no insulation (assumed)",,,Some double glazing,Very Poor,Very Poor,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,,,,"Pitched, no insulation (assumed)",Very Poor,Very Poor,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas (not community),0.0,,,2.16,0.0,N,natural,"141 Boundary Road, Wooburn Green",Buckinghamshire,Beaconsfield,HIGH WYCOMBE,England and Wales: 1900-1929,2023-01-31 18:12:15,Owner-occupied,12.0,,100080526669.0,Energy Assessor,100.0,data-epc/domestic-E06000060-Buckinghamshire/certificates.csv,141 boundary road wooburn green hp10 0dj,both
20465,CD5A9DCB-8CFF-310A-E053-6C04A8C00A1F,840000,2021-06-30,HP10 0DL,D,N,F,nan,167,BOUNDARY ROAD,WOOBURN GREEN,HIGH WYCOMBE,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/CD5A9DCB-8CFF-310A-E053-6C04A8C00A1F/current,./data-land_registry/HP10-march2020-to-nov2025.csv,167 boundary road nan hp10 0dl,167 BOUNDARY ROAD HP10 0DL,167 boundary road wooburn green hp10 0dl,82.85714285714285,370704052952014121714430899949564,"167, Boundary Road",Wooburn Green,,HP10 0DL,5408297668.0,D,C,63.0,78.0,House,Detached,2014-12-16,E07000007,E14000550,Buckinghamshire,2014-12-17,assessment for green deal,54.0,71.0,213.0,124.0,8.2,39.0,4.8,158.0,101.0,1417.0,1002.0,140.0,141.0,213.0,dual,Y,NODATA!,,,2104.0,100.0,"double glazing, unknown install date",Normal,2.0,7.0,7.0,44.0,1.0,From main system,Good,Good,"Suspended, no insulation (assumed)",NO DATA!,,Fully double glazed,Average,Average,"Cavity wall, as built, no insulation (assumed)",Poor,Poor,"Room heaters, dual fuel (mineral and wood)",,,"Pitched, no insulation",Very Poor,Very Poor,"Boiler and radiators, mains gas",Good,Good,Programmer and room thermostat,Average,Average,Low energy lighting in 44% of fixed outlets,Average,Average,mains gas (not community),0.0,NO DATA!,,,,N,natural,"167, Boundary Road, Wooburn Green",Wycombe,Beaconsfield,HIGH WYCOMBE,England and Wales: 1950-1966,2014-12-17 14:43:08,owner-occupied,,,100080526683.0,Address Matched,100.0,data-epc/domestic-E07000007-Wycombe/certificates.csv,167 boundary road wooburn green hp10 0dl,both
20466,CD5A9DCB-8CFF-310A-E053-6C04A8C00A1F,840000,2021-06-30,HP10 0DL,D,N,F,nan,167,BOUNDARY ROAD,WOOBURN GREEN,HIGH WYCOMBE,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/CD5A9DCB-8CFF-310A-E053-6C04A8C00A1F/current,./data-land_registry/HP10-march2020-to-nov2025.csv,167 boundary road nan hp10 0dl,167 BOUNDARY ROAD HP10 0DL,167 boundary road wooburn green hp10 0dl,82.85714285714285,370704012812009092818591709210564,"167, Boundary Road",Wooburn Green,,HP10 0DL,5408297668.0,E,D,42.0,57.0,House,Detached,2009-09-28,E07000007,E14000550,Buckinghamshire,2009-09-28,marketed sale,37.0,49.0,394.0,294.0,11.0,66.0,8.1,162.0,85.0,1524.0,1170.0,181.0,154.0,164.81,Single,Y,NO DATA!,,,2104.0,100.0,double glazing installed before 2002,Normal,1.0,7.0,7.0,10.0,1.0,From main system,Good,Good,"Suspended, no insulation (assumed)",,,Fully double glazed,Average,Average,"Cavity wall, as built, no insulation (assumed)",Poor,Poor,"Room heaters, mains gas",,,"Pitched, no insulation (assumed)",Very Poor,Very Poor,"Boiler and radiators, mains gas",Good,Good,Programmer and room thermostat,Poor,Poor,Low energy lighting in 10% of fixed outlets,Poor,Poor,mains gas - this is for backwards compatibility only and should not be used,0.0,NO DATA!,,2.45,0.0,N,natural,"167, Boundary Road, Wooburn Green",Wycombe,Beaconsfield,HIGH WYCOMBE,England and Wales: 1930-1949,2009-09-28 18:59:17,owner-occupied,,,100080526683.0,Address Matched,100.0,data-epc/domestic-E07000007-Wycombe/certificates.csv,167 boundary road wooburn green hp10 0dl,both
20467,CD5A9DCB-8CFF-310A-E053-6C04A8C00A1F,840000,2021-06-30,HP10 0DL,D,N,F,nan,167,BOUNDARY ROAD,WOOBURN GREEN,HIGH WYCOMBE,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/CD5A9DCB-8CFF-310A-E053-6C04A8C00A1F/current,./data-land_registry/HP10-march2020-to-nov2025.csv,167 boundary road nan hp10 0dl,167 BOUNDARY ROAD HP10 0DL,167 boundary road wooburn green hp10 0dl,82.85714285714285,13f6c4c37057ac74bd865a924f9af7ef757dbbcaac340213e684145d41e6fdfa,167 BOUNDARY ROAD,WOOBURN GREEN,,HP10 0DL,10000958300.0,C,C,69.0,79.0,House,Detached,2021-04-19,E06000060,E14000550,,2021-04-19,marketed sale,67.0,77.0,171.0,115.0,5.5,28.0,3.6,154.0,116.0,1029.0,927.0,143.0,84.0,200.0,Single,Y,,,,,100.0,double glazing installed before 2002,Normal,3.0,9.0,9.0,67.0,1.0,From main system,Good,Good,"Suspended, no insulation (assumed)",,,Fully double glazed,Average,Average,"Cavity wall, filled cavity",Average,Average,"Room heaters, wood logs",,,"Pitched, 200 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,Programmer and room thermostat,Average,Average,Low energy lighting in 67% of fixed outlets,Good,Good,mains gas (not community),0.0,,,2.47,0.0,N,natural,"167 BOUNDARY ROAD, WOOBURN GREEN",Buckinghamshire,Beaconsfield,WOOBURN GREEN,England and Wales: 1930-1949,2021-04-19 21:43:40,Owner-occupied,30.0,,100080526683.0,Energy Assessor,100.0,data-epc/domestic-E06000060-Buckinghamshire/certificates.csv,167 boundary road wooburn green hp10 0dl,both
20468,CB0035E5-8687-58AE-E053-6B04A8C091AF,438500,2021-04-30,HP10 0DL,S,N,F,nan,175,BOUNDARY ROAD,WOOBURN GREEN,HIGH WYCOMBE,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/CB0035E5-8687-58AE-E053-6B04A8C091AF/current,./data-land_registry/HP10-march2020-to-nov2025.csv,175 boundary road nan hp10 0dl,175 BOUNDARY ROAD HP10 0DL,175 boundary road wooburn green hp10 0dl,82.85714285714285,1340037364252015070608470393050132,"175, Boundary Road",Wooburn Green,,HP10 0DL,1233437378.0,D,B,67.0,83.0,House,Semi-Detached,2015-07-03,E07000007,E14000550,Buckinghamshire,2015-07-06,marketed sale,64.0,80.0,218.0,109.0,3.2,38.0,1.6,91.0,54.0,529.0,500.0,142.0,83.0,83.0,Single,Y,NODATA!,,,2104.0,100.0,double glazing installed before 2002,Normal,1.0,4.0,4.0,31.0,0.0,From main system,Good,Good,"Suspended, no insulation (assumed)",NO DATA!,,Fully double glazed,Average,Average,"Cavity wall, filled cavity",Good,Good,,,,"Pitched, 200 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,Programmer and room thermostat,Average,Average,Low energy lighting in 31% of fixed outlets,Average,Average,mains gas (not community),0.0,NO DATA!,,,,N,natural,"175, Boundary Road, Wooburn Green",Wycombe,Beaconsfield,HIGH WYCOMBE,England and Wales: 1950-1966,2015-07-06 08:47:03,owner-occupied,,,100080526685.0,Address Matched,100.0,data-epc/domestic-E07000007-Wycombe/certificates.csv,175 boundary road wooburn green hp10 0dl,both
20469,DBA933F8-FE49-669D-E053-6B04A8C0AD56,410000,2021-10-25,HP10 0DL,S,N,F,nan,187,BOUNDARY ROAD,WOOBURN GREEN,HIGH WYCOMBE,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/DBA933F8-FE49-669D-E053-6B04A8C0AD56/current,./data-land_registry/HP10-march2020-to-nov2025.csv,187 boundary road nan hp10 0dl,187 BOUNDARY ROAD HP10 0DL,187 boundary road wooburn green hp10 0dl,82.85714285714285,665544329002011081215294385999698,"187, Boundary Road",Wooburn Green,,HP10 0DL,2035529868.0,F,E,29.0,46.0,House,Semi-Detached,2011-08-11,E07000007,E14000550,Buckinghamshire,2011-08-12,marketed sale,19.0,25.0,775.0,628.0,12.0,118.0,9.8,97.0,54.0,1415.0,1099.0,280.0,123.0,109.2,Single,N,NODATA!,,,2401.0,92.0,double glazing installed before 2002,Normal,1.0,5.0,5.0,20.0,1.0,"Electric immersion, standard tariff",Very Poor,Very Poor,"Suspended, no insulation (assumed)",,,Mostly double glazing,Average,Average,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Room heaters, wood logs",,,"Pitched, 100mm loft insulation",Average,Average,Electric storage heaters,Average,Very Poor,Manual charge control,Poor,Poor,Low energy lighting in 20% of fixed outlets,Poor,Poor,electricity (not community),0.0,NO DATA!,,2.5,0.0,,natural,"187, Boundary Road, Wooburn Green",Wycombe,Beaconsfield,HIGH WYCOMBE,England and Wales: 1900-1929,2011-08-12 15:29:43,owner-occupied,10.0,2.0,100080526691.0,Address Matched,100.0,data-epc/domestic-E07000007-Wycombe/certificates.csv,187 boundary road wooburn green hp10 0dl,both
20470,DBA933F8-FE49-669D-E053-6B04A8C0AD56,410000,2021-10-25,HP10 0DL,S,N,F,nan,187,BOUNDARY ROAD,WOOBURN GREEN,HIGH WYCOMBE,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/DBA933F8-FE49-669D-E053-6B04A8C0AD56/current,./data-land_registry/HP10-march2020-to-nov2025.csv,187 boundary road nan hp10 0dl,187 BOUNDARY ROAD HP10 0DL,187 boundary road wooburn green hp10 0dl,82.85714285714285,665544315112017112814355292239280,"187, Boundary Road",Wooburn Green,,HP10 0DL,2035529868.0,D,C,56.0,75.0,House,Semi-Detached,2017-11-28,E07000007,E14000550,Buckinghamshire,2017-11-28,marketed sale,48.0,69.0,309.0,170.0,5.3,55.0,2.9,62.0,62.0,958.0,727.0,107.0,76.0,97.0,Unknown,Y,NODATA!,,,2106.0,100.0,"double glazing, unknown install date",Normal,1.0,5.0,5.0,100.0,0.0,From main system,Good,Good,"Suspended, no insulation (assumed)",NO DATA!,,Fully double glazed,Average,Average,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,,,,"Pitched, no insulation (assumed)",Very Poor,Very Poor,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas (not community),0.0,NO DATA!,,,,N,natural,"187, Boundary Road, Wooburn Green",Wycombe,Beaconsfield,HIGH WYCOMBE,England and Wales: 1930-1949,2017-11-28 14:35:52,owner-occupied,,,100080526691.0,Address Matched,100.0,data-epc/domestic-E07000007-Wycombe/certificates.csv,187 boundary road wooburn green hp10 0dl,both
